"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:4KacUpvbA3Mfo05gttTjhN","Fat Lip","spotify:artist:0qT79UgT5tY4yudH9VfsdT","Sum 41","spotify:album:2UCWsnmZEVg9HhnMeKTsim","All Killer, No Filler","spotify:artist:0qT79UgT5tY4yudH9VfsdT","Sum 41","2001-01-01","https://i.scdn.co/image/ab67616d0000b2739a482180e6a306229bff49dc","1","4","178266","","true","70","USIR20110124","spotify:user:1234656043","2018-10-03T18:33:47Z"
"spotify:track:2TfSHkHiFO4gRztVIkggkE","Sugar, We're Goin Down","spotify:artist:4UXqAaa6dQYAk18Lv7PEgX","Fall Out Boy","spotify:album:5nkUSlIhtoJZMOUlB0sNCp","From Under The Cork Tree","spotify:artist:4UXqAaa6dQYAk18Lv7PEgX","Fall Out Boy","2005-05-03","https://i.scdn.co/image/ab67616d0000b27371565eda831124be86c603d5","1","4","229093","","false","75","USIR20500201","spotify:user:1234656043","2018-10-03T18:34:07Z"
"spotify:track:3SUusuA9jH1v6PVwtYMbdv","Last Nite","spotify:artist:0epOFNiUfyON9EYx7Tpr6V","The Strokes","spotify:album:2k8KgmDp9oHrmu0MIj4XDE","Is This It","spotify:artist:0epOFNiUfyON9EYx7Tpr6V","The Strokes","2001-07-30","https://i.scdn.co/image/ab67616d0000b27313f2466b83507515291acce4","1","7","193373","https://p.scdn.co/mp3-preview/43ec298e693ac6bb6e452b3c73d98d9b2cbc3546?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","USRC10100765","spotify:user:1234656043","2018-10-03T18:35:52Z"
"spotify:track:61qn7uoDsuswZs5p2DkFiP","Wish You Were Here","spotify:artist:3YcBF2ttyueytpXtEzn1Za","Incubus","spotify:album:4FLYVGTsh9tiXOT2uJehkd","Morning View","spotify:artist:3YcBF2ttyueytpXtEzn1Za","Incubus","2001","https://i.scdn.co/image/ab67616d0000b273112bfdc72156a6f5f392fe27","1","3","212733","","false","0","USSM10107084","spotify:user:1234656043","2018-10-03T18:38:03Z"
"spotify:track:1fJFuvU2ldmeAm5nFIHcPP","First Date","spotify:artist:6FBDaR13swtiWwGhX1WQsP","blink-182","spotify:album:3nHpBmW5wJXGeC3ojBkpey","Take Off Your Pants And Jacket","spotify:artist:6FBDaR13swtiWwGhX1WQsP","blink-182","2001","https://i.scdn.co/image/ab67616d0000b27354a8f4f9158546472fbb7280","1","3","171533","","false","71","USMC10110874","spotify:user:1234656043","2018-10-03T18:40:32Z"
"spotify:track:4N6iEr3Oobk4jVVEh9ygn5","Dumpweed","spotify:artist:6FBDaR13swtiWwGhX1WQsP","blink-182","spotify:album:54f3fbCXygBH3eBx51FU6I","Enema Of The State / Take Off Your Pants And Jacket / Blink-182","spotify:artist:6FBDaR13swtiWwGhX1WQsP","blink-182","2011-01-01","https://i.scdn.co/image/ab67616d0000b2738260edb591f56a282b642cc1","1","1","143840","","true","18","USMC19959117","spotify:user:1234656043","2018-10-03T18:42:12Z"
"spotify:track:17Q87zeXgsAi9iQQbMu9v0","Summer Sixteen","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","spotify:album:3DxEfEe94nVL6iXCT80rFv","Summer Sixteen","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2016-02-05","https://i.scdn.co/image/ab67616d0000b2732959403a8f8a186fc25a22e6","1","1","202450","","true","54","USCM51600001","spotify:user:1234656043","2018-10-04T00:30:31Z"
"spotify:track:2E124GmJRnBJuXbTb4cPUB","FEFE (feat. Nicki Minaj & Murda Beatz)","spotify:artist:7gZfnEnfiaHzxARJ2LeXrf, spotify:artist:0hCNtLu0JehylgoiP8L4Gh, spotify:artist:3CbYyyd8wH3RT6t0jwpdzC","6ix9ine, Nicki Minaj, Murda Beatz","spotify:album:0gjZidNFs7O2qqE2Z5elJ3","FEFE (feat. Nicki Minaj & Murda Beatz)","spotify:artist:7gZfnEnfiaHzxARJ2LeXrf, spotify:artist:0hCNtLu0JehylgoiP8L4Gh, spotify:artist:3CbYyyd8wH3RT6t0jwpdzC","6ix9ine, Nicki Minaj, Murda Beatz","2018-07-22","https://i.scdn.co/image/ab67616d0000b273a16370461881d18ace95d83f","1","1","179404","","true","0","QMEU31894160","spotify:user:1234656043","2018-10-04T05:04:01Z"
"spotify:track:60SdxE8apGAxMiRrpbmLY0","Lucky You (feat. Joyner Lucas)","spotify:artist:7dGJo4pcD2V6oG8kP0tJRR, spotify:artist:6C1ohJrd5VydigQtaGy5Wa","Eminem, Joyner Lucas","spotify:album:3HNnxK7NgLXbDoxRZxNWiR","Kamikaze","spotify:artist:7dGJo4pcD2V6oG8kP0tJRR","Eminem","2018-08-31","https://i.scdn.co/image/ab67616d0000b273e4073def0c03a91e3fceaf73","1","3","244679","","true","72","USUM71813334","spotify:user:1234656043","2018-10-04T05:07:03Z"
"spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ","In My Feelings","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","spotify:album:1ATL5GLyefJaxhQzSPVrLX","Scorpion","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2018-06-29","https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5","2","9","217925","","true","72","USCM51800206","spotify:user:1234656043","2018-10-04T05:14:03Z"
